election_value,title
82913,1906 Governor General Election
82914,1908 Governor General Election
82915,1910 Governor General Election
82916,1912 Governor General Election
82917,1914 Governor General Election
82918,1916 Governor General Election
82919,1918 Governor General Election
82920,1920 Governor General Election
82921,1922 Governor General Election
82922,1924 Governor General Election
82923,1926 Governor General Election
82924,1928 Governor General Election
82925,1930 Governor General Election
82926,1932 Governor General Election
82927,1934 Governor General Election
82928,1936 Governor General Election
82929,1938 Governor General Election
82930,1940 Governor General Election
82931,1942 Governor General Election
82932,1944 Governor General Election
82933,1946 Governor General Election
82934,1948 Governor General Election
82935,1950 Governor General Election
82936,1952 Governor General Election
82937,1954 Governor General Election
82938,1956 Governor General Election
82939,1958 Governor General Election
82940,1960 Governor General Election
82941,1962 Governor General Election
82942,1964 Governor General Election
82943,1966 Governor General Election
82944,1968 Governor General Election
82945,1970 Governor General Election
82946,1972 Governor General Election
83033,1813 Lieutenant Governor General Election
83034,1814 Lieutenant Governor General Election
83035,1815 Lieutenant Governor General Election
83036,1816 Lieutenant Governor General Election
83037,1817 Lieutenant Governor General Election
83038,1818 Lieutenant Governor General Election
83039,1819 Lieutenant Governor General Election
83040,1820 Lieutenant Governor General Election
83041,1821 Lieutenant Governor General Election
83042,1822 Lieutenant Governor General Election
83043,1823 Lieutenant Governor General Election
83044,1824 Lieutenant Governor General Election
83045,1825 Lieutenant Governor General Election
83046,1826 Lieutenant Governor General Election
83047,1827 Lieutenant Governor General Election
83048,1828 Lieutenant Governor General Election
83049,1829 Lieutenant Governor General Election
83050,1830 Lieutenant Governor General Election
83051,1831 Lieutenant Governor General Election
83052,1832 Lieutenant Governor General Election
83053,1833 Lieutenant Governor General Election
83054,1834 Lieutenant Governor General Election
83055,1835 Lieutenant Governor General Election
83056,1836 Lieutenant Governor General Election
83057,1837 Lieutenant Governor General Election
83058,1838 Lieutenant Governor General Election
83059,1839 Lieutenant Governor General Election
83060,1840 Lieutenant Governor General Election
83061,1841 Lieutenant Governor General Election
83062,1842 Lieutenant Governor General Election
83063,1843 Lieutenant Governor General Election
83064,1844 Lieutenant Governor General Election
83065,1845 Lieutenant Governor General Election
83066,1846 Lieutenant Governor General Election
83067,1847 Lieutenant Governor General Election
83068,1848 Lieutenant Governor General Election
83069,1849 Lieutenant Governor General Election
83070,1850 Lieutenant Governor General Election
83071,1851 Lieutenant Governor General Election
83072,1852 Lieutenant Governor General Election
83073,1853 Lieutenant Governor General Election
83074,1854 Lieutenant Governor General Election
83075,1855 Lieutenant Governor General Election
83076,1856 Lieutenant Governor General Election
83077,1857 Lieutenant Governor General Election
83078,1858 Lieutenant Governor General Election
83079,1859 Lieutenant Governor General Election
83080,1860 Lieutenant Governor General Election
83081,1861 Lieutenant Governor General Election
83082,1862 Lieutenant Governor General Election
83083,1863 Lieutenant Governor General Election
83084,1864 Lieutenant Governor General Election
83085,1865 Lieutenant Governor General Election
83086,1866 Lieutenant Governor General Election
83087,1867 Lieutenant Governor General Election
83088,1868 Lieutenant Governor General Election
83089,1869 Lieutenant Governor General Election
83090,1870 Lieutenant Governor General Election
83091,1872 Lieutenant Governor General Election
83092,1874 Lieutenant Governor General Election
83093,1876 Lieutenant Governor General Election
83094,1878 Lieutenant Governor General Election
83095,1880 Lieutenant Governor General Election
83096,1882 Lieutenant Governor General Election
83097,1884 Lieutenant Governor General Election
83098,1886 Lieutenant Governor General Election
83099,1888 Lieutenant Governor General Election
83100,1890 Lieutenant Governor General Election
83101,1892 Lieutenant Governor General Election
83102,1894 Lieutenant Governor General Election
83103,1896 Lieutenant Governor General Election
83104,1898 Lieutenant Governor General Election
83105,1900 Lieutenant Governor General Election
83106,1902 Lieutenant Governor General Election
83107,1904 Lieutenant Governor General Election
83108,1906 Lieutenant Governor General Election
83109,1908 Lieutenant Governor General Election
83110,1910 Lieutenant Governor General Election
83111,1912 Lieutenant Governor General Election
83112,1914 Lieutenant Governor General Election
83113,1916 Lieutenant Governor General Election
83114,1918 Lieutenant Governor General Election
83115,1920 Lieutenant Governor General Election
83116,1922 Lieutenant Governor General Election
83117,1924 Lieutenant Governor General Election
83118,1926 Lieutenant Governor General Election
83119,1928 Lieutenant Governor General Election
83120,1930 Lieutenant Governor General Election
83121,1932 Lieutenant Governor General Election
83122,1934 Lieutenant Governor General Election
83123,1936 Lieutenant Governor General Election
83124,1938 Lieutenant Governor General Election
83125,1940 Lieutenant Governor General Election
83126,1942 Lieutenant Governor General Election
83127,1944 Lieutenant Governor General Election
83128,1946 Lieutenant Governor General Election
83129,1948 Lieutenant Governor General Election
83130,1950 Lieutenant Governor General Election
83131,1952 Lieutenant Governor General Election
83132,1954 Lieutenant Governor General Election
83133,1956 Lieutenant Governor General Election
83134,1958 Lieutenant Governor General Election
83135,1960 Lieutenant Governor General Election
83136,1962 Lieutenant Governor General Election
83137,1964 Lieutenant Governor General Election
83138,1966 Lieutenant Governor General Election
83139,1968 Lieutenant Governor General Election
83140,1970 Lieutenant Governor General Election
83141,1972 Lieutenant Governor General Election
83142,1884 Secretary of State General Election
83143,1886 Secretary of State General Election
83144,1888 Secretary of State General Election
83145,1890 Secretary of State General Election
83146,1892 Secretary of State General Election
83147,1894 Secretary of State General Election
83148,1896 Secretary of State General Election
83149,1898 Secretary of State General Election
83150,1900 Secretary of State General Election
83151,1902 Secretary of State General Election
83152,1904 Secretary of State General Election
83153,1906 Secretary of State General Election
83154,1908 Secretary of State General Election
83155,1910 Secretary of State General Election
83156,1912 Secretary of State General Election
83157,1914 Secretary of State General Election
83158,1916 Secretary of State General Election
83159,1918 Secretary of State General Election
83160,1920 Secretary of State General Election
83161,1922 Secretary of State General Election
83162,1924 Secretary of State General Election
83163,1926 Secretary of State General Election
83164,1928 Secretary of State General Election
83165,1930 Secretary of State General Election
83166,1932 Secretary of State General Election
83167,1934 Secretary of State General Election
83168,1936 Secretary of State General Election
83169,1938 Secretary of State General Election
83170,1940 Secretary of State General Election
83171,1942 Secretary of State General Election
83172,1944 Secretary of State General Election
83173,1946 Secretary of State General Election
83174,1948 Secretary of State General Election
83175,1950 Secretary of State General Election
83176,1952 Secretary of State General Election
83177,1954 Secretary of State General Election
83178,1956 Secretary of State General Election
83179,1958 Secretary of State General Election
83180,1960 Secretary of State General Election
83181,1962 Secretary of State General Election
83182,1964 Secretary of State General Election
83183,1966 Secretary of State General Election
83184,1968 Secretary of State General Election
83185,1970 Secretary of State General Election
83186,1972 Secretary of State General Election
83187,1813 Treasurer General Election
83188,1814 Treasurer General Election
83189,1815 Treasurer General Election
83190,1816 Treasurer General Election
83191,1817 Treasurer General Election
83192,1818 Treasurer General Election
83193,1819 Treasurer General Election
83194,1820 Treasurer General Election
83195,1821 Treasurer General Election
83196,1822 Treasurer General Election
83197,1823 Treasurer General Election
83198,1824 Treasurer General Election
83199,1825 Treasurer General Election
83200,1826 Treasurer General Election
83201,1827 Treasurer General Election
83202,1828 Treasurer General Election
83203,1829 Treasurer General Election
83204,1830 Treasurer General Election
83205,1831 Treasurer General Election
83206,1832 Treasurer General Election
83207,1833 Treasurer General Election
83208,1834 Treasurer General Election
83209,1835 Treasurer General Election
83210,1836 Treasurer General Election
83211,1837 Treasurer General Election
83212,1838 Treasurer General Election
83213,1839 Treasurer General Election
83214,1840 Treasurer General Election
83215,1841 Treasurer General Election
83216,1842 Treasurer General Election
83217,1843 Treasurer General Election
83218,1844 Treasurer General Election
83219,1845 Treasurer General Election
83220,1846 Treasurer General Election
83221,1847 Treasurer General Election
83222,1848 Treasurer General Election
83223,1849 Treasurer General Election
83224,1850 Treasurer General Election
83225,1851 Treasurer General Election
83226,1852 Treasurer General Election
83227,1853 Treasurer General Election
83228,1854 Treasurer General Election
83229,1855 Treasurer General Election
83230,1856 Treasurer General Election
83231,1857 Treasurer General Election
83232,1858 Treasurer General Election
83233,1859 Treasurer General Election
83234,1860 Treasurer General Election
83235,1861 Treasurer General Election
83236,1862 Treasurer General Election
83237,1863 Treasurer General Election
83238,1864 Treasurer General Election
83239,1865 Treasurer General Election
83240,1866 Treasurer General Election
83241,1867 Treasurer General Election
83242,1868 Treasurer General Election
83243,1869 Treasurer General Election
83244,1870 Treasurer General Election
83245,1872 Treasurer General Election
83246,1874 Treasurer General Election
83247,1876 Treasurer General Election
83248,1878 Treasurer General Election
83249,1880 Treasurer General Election
83250,1882 Treasurer General Election
83251,1884 Treasurer General Election
83252,1886 Treasurer General Election
83253,1888 Treasurer General Election
83254,1890 Treasurer General Election
83255,1892 Treasurer General Election
83256,1894 Treasurer General Election
83257,1896 Treasurer General Election
83258,1898 Treasurer General Election
83259,1900 Treasurer General Election
83260,1902 Treasurer General Election
83261,1904 Treasurer General Election
83262,1906 Treasurer General Election
83263,1908 Treasurer General Election
83264,1910 Treasurer General Election
83265,1912 Treasurer General Election
83266,1914 Treasurer General Election
83267,1916 Treasurer General Election
83268,1918 Treasurer General Election
83269,1920 Treasurer General Election
83270,1922 Treasurer General Election
83271,1924 Treasurer General Election
83272,1926 Treasurer General Election
83273,1928 Treasurer General Election
83274,1930 Treasurer General Election
83275,1932 Treasurer General Election
83276,1934 Treasurer General Election
83277,1936 Treasurer General Election
83278,1938 Treasurer General Election
83279,1940 Treasurer General Election
83280,1942 Treasurer General Election
83281,1944 Treasurer General Election
83282,1946 Treasurer General Election
83283,1948 Treasurer General Election
83284,1950 Treasurer General Election
83285,1952 Treasurer General Election
83286,1954 Treasurer General Election
83287,1956 Treasurer General Election
83288,1958 Treasurer General Election
83289,1960 Treasurer General Election
83290,1962 Treasurer General Election
83291,1964 Treasurer General Election
83292,1966 Treasurer General Election
83293,1968 Treasurer General Election
83294,1970 Treasurer General Election
83295,1972 Treasurer General Election
83296,1914 U.S. Senate General Election
83297,1916 U.S. Senate General Election
83298,1920 U.S. Senate General Election
83299,1922 U.S. Senate General Election
83300,1923 U.S. Senate Special General Election
83301,1926 U.S. Senate General Election
83302,1928 U.S. Senate General Election
83303,1931 U.S. Senate Special General Election
83304,1932 U.S. Senate General Election
83305,1934 U.S. Senate Special General Election
83306,1934 U.S. Senate General Election
83307,1938 U.S. Senate General Election
83308,1940 U.S. Senate General Election
83309,1940 U.S. Senate Special General Election
83310,1946 U.S. Senate General Election
83311,1950 U.S. Senate General Election
83312,1952 U.S. Senate General Election
83313,1956 U.S. Senate General Election
83314,1958 U.S. Senate General Election
83315,1962 U.S. Senate General Election
83316,1964 U.S. Senate General Election
83317,1968 U.S. Senate General Election
83318,1970 U.S. Senate General Election
83319,1972 U.S. Senate Special General Election
83320,1791 U.S. House General Election Western District
83321,1791 U.S. House Run-off General Election Western District
83322,1791 U.S. House General Election Eastern District
83323,1793 U.S. House General Election Western District
83324,1793 U.S. House Run-off General Election Western District
83325,1793 U.S. House General Election Eastern District
83326,1794 U.S. House General Election Western District
83327,1795 U.S. House Run-off General Election Western District
83328,1794 U.S. House General Election Eastern District
83329,1795 U.S. House Run-off General Election Eastern District
83330,1796 U.S. House General Election Western District
83331,1796 U.S. House Run-off General Election Western District
83332,1797 U.S. House Run-off General Election Western District
83333,1796 U.S. House General Election Eastern District
83334,1797 U.S. House Special General Election Eastern District
83335,1798 U.S. House General Election Western District
83336,1798 U.S. House Run-off General Election Western District
83337,1798 U.S. House General Election Eastern District
83338,1800 U.S. House General Election Western District
83339,1800 U.S. House General Election Eastern District
83340,1800 U.S. House Run-off General Election Eastern District
83341,1802 U.S. House General Election Southwestern District
83342,1802 U.S. House General Election Southeastern District
83343,1803 U.S. House Run-off General Election Southeastern District
83344,1802 U.S. House General Election Northeastern District
83345,1802 U.S. House General Election Northwestern District
83346,1803 U.S. House Run-off General Election Northwestern District
83347,1803 U.S. House Run-off General Election Northwestern District
83348,1803 U.S. House Run-off General Election Northwestern District
83349,1804 U.S. House General Election Southwestern District
83350,1804 U.S. House General Election Southeastern District
83351,1804 U.S. House Run-off General Election Southeastern District
83352,1804 U.S. House General Election Northeastern District
83353,1804 U.S. House Run-off General Election Northeastern District
83354,1805 U.S. House Run-off General Election Northeastern District
83355,1804 U.S. House General Election Northwestern District
83356,1806 U.S. House General Election Southwestern District
83357,1806 U.S. House General Election Southeastern District
83358,1806 U.S. House General Election Northeastern District
83359,1806 U.S. House General Election Northwestern District
83360,1808 U.S. House Special General Election Southwestern District
83361,1808 U.S. House General Election Southwestern District
83362,1808 U.S. House General Election Southeastern District
83363,1808 U.S. House Run-off General Election Southeastern District
83364,1808 U.S. House General Election Northeastern District
83365,1808 U.S. House Run-off General Election Northeastern District
83366,1808 U.S. House General Election Northwestern District
83367,1810 U.S. House General Election Southwestern District
83368,1810 U.S. House General Election Southeastern District
83369,1810 U.S. House General Election Northeastern District
83370,1810 U.S. House General Election Northwestern District
83371,1812 U.S. House General Election
83372,1814 U.S. House General Election
83373,1816 U.S. House General Election
83374,1818 U.S. House General Election
83375,1820 U.S. House General Election  1st District
83376,1820 U.S. House General Election  2nd District
83377,1820 U.S. House Run-off General Election  2nd District
83378,1821 U.S. House Run-off General Election  2nd District
83379,1821 U.S. House Run-off General Election  2nd District
83380,1821 U.S. House Run-off General Election  2nd District
83381,1821 U.S. House Run-off General Election  2nd District
83382,1821 U.S. House Run-off General Election  2nd District
83383,1820 U.S. House General Election  3rd District
83384,1820 U.S. House Run-off General Election  3rd District
83385,1821 U.S. House Run-off General Election  3rd District
83386,1820 U.S. House General Election  4th District
83387,1820 U.S. House General Election  5th District
83388,1820 U.S. House General Election  6th District
83389,1822 U.S. House General Election
83390,1824 U.S. House Special General Election
83391,1824 U.S. House General Election  1st District
83392,1824 U.S. House Run-off General Election  1st District
83393,1824 U.S. House General Election  2nd District
83394,1824 U.S. House General Election  3rd District
83395,1824 U.S. House General Election  4th District
83396,1824 U.S. House General Election  5th District
83397,1826 U.S. House General Election  1st District
83398,1826 U.S. House Run-off General Election  1st District
83399,1827 U.S. House Run-off General Election  1st District
83400,1826 U.S. House General Election  2nd District
83401,1826 U.S. House General Election  3rd District
83402,1826 U.S. House General Election  4th District
83403,1826 U.S. House Run-off General Election  4th District
83404,1827 U.S. House Run-off General Election  4th District
83405,1826 U.S. House General Election  5th District
83406,1828 U.S. House General Election  1st District
83407,1828 U.S. House General Election  2nd District
83408,1828 U.S. House General Election  3rd District
83409,1828 U.S. House Run-off General Election  3rd District
83410,1828 U.S. House General Election  4th District
83411,1828 U.S. House General Election  5th District
83412,1828 U.S. House Run-off General Election  5th District
83413,1829 U.S. House Run-off General Election  5th District
83414,1829 U.S. House Run-off General Election  5th District
83415,1829 U.S. House Run-off General Election  5th District
83416,1829 U.S. House Run-off General Election  5th District
83417,1829 U.S. House Run-off General Election  5th District
83418,1829 U.S. House Run-off General Election  5th District
83419,1830 U.S. House General Election  1st District
83420,1830 U.S. House General Election  2nd District
83421,1830 U.S. House General Election  3rd District
83422,1830 U.S. House Run-off General Election  3rd District
83423,1830 U.S. House General Election  4th District
83424,1830 U.S. House Run-off General Election  4th District
83425,1831 U.S. House Run-off General Election  4th District
83426,1831 U.S. House Run-off General Election  4th District
83427,1831 U.S. House Run-off General Election  4th District
83428,1831 U.S. House Run-off General Election  4th District
83429,1831 U.S. House Run-off General Election  4th District
83430,1831 U.S. House Run-off General Election  4th District
83431,1832 U.S. House Run-off General Election  4th District
83432,1832 U.S. House Run-off General Election  4th District
83433,1832 U.S. House Run-off General Election  4th District
83434,1830 U.S. House General Election  5th District
83435,1831 U.S. House Special General Election  2nd District
83436,1831 U.S. House Special General Election  2nd District
83437,1831 U.S. House Special General Election  2nd District
83438,1832 U.S. House Special General Election  1st District
83439,1832 U.S. House Special General Election  1st District
83440,1832 U.S. House Special General Election  1st District
83441,1833 U.S. House Special General Election  1st District
83442,1833 U.S. House General Election  1st District
83443,1833 U.S. House General Election  2nd District
83444,1833 U.S. House General Election  3rd District
83445,1833 U.S. House Run-off General Election  3rd District
83446,1833 U.S. House Run-off General Election  3rd District
83447,1833 U.S. House General Election  4th District
83448,1833 U.S. House General Election  5th District
83449,1833 U.S. House Run-off General Election  5th District
83450,1834 U.S. House Special General Election  5th District
83451,1834 U.S. House Special General Election  5th District
83452,1834 U.S. House General Election  1st District
83453,1834 U.S. House General Election  2nd District
83454,1834 U.S. House General Election  3rd District
83455,1834 U.S. House Run-off General Election  3rd District
83456,1834 U.S. House General Election  4th District
83457,1834 U.S. House Run-off General Election  4th District
83458,1834 U.S. House General Election  5th District
83459,1834 U.S. House Run-off General Election  5th District
83460,1836 U.S. House General Election  1st District
83461,1836 U.S. House General Election  2nd District
83462,1836 U.S. House General Election  3rd District
83463,1836 U.S. House Run-off General Election  3rd District
83464,1836 U.S. House General Election  4th District
83465,1836 U.S. House General Election  5th District
83466,1838 U.S. House General Election  1st District
83467,1838 U.S. House General Election  2nd District
83468,1838 U.S. House General Election  3rd District
83469,1838 U.S. House General Election  4th District
83470,1838 U.S. House Run-off General Election  4th District
83471,1838 U.S. House General Election  5th District
83472,1840 U.S. House General Election  1st District
83473,1840 U.S. House General Election  2nd District
83474,1840 U.S. House General Election  3rd District
83475,1840 U.S. House General Election  4th District
83476,1840 U.S. House General Election  5th District
83477,1843 U.S. House General Election  1st District
83478,1843 U.S. House General Election  2nd District
83479,1843 U.S. House Run-off General Election  2nd District
83480,1843 U.S. House General Election  3rd District
83481,1843 U.S. House General Election  4th District
83482,1844 U.S. House General Election  1st District
83483,1844 U.S. House General Election  2nd District
83484,1844 U.S. House General Election  3rd District
83485,1844 U.S. House General Election  4th District
83486,1844 U.S. House Run-off General Election  4th District
83487,1845 U.S. House Run-off General Election  4th District
83488,1846 U.S. House General Election  1st District
83489,1846 U.S. House General Election  2nd District
83490,1846 U.S. House Run-off General Election  2nd District
83491,1846 U.S. House General Election  3rd District
83492,1846 U.S. House General Election  4th District
83493,1846 U.S. House Run-off General Election  4th District
83494,1847 U.S. House Run-off General Election  4th District
83495,1848 U.S. House General Election  1st District
83496,1848 U.S. House General Election  2nd District
83497,1848 U.S. House Run-off General Election  2nd District
83498,1848 U.S. House General Election  3rd District
83499,1848 U.S. House Run-off General Election  3rd District
83500,1848 U.S. House General Election  4th District
83501,1848 U.S. House Run-off General Election  4th District
83502,1849 U.S. House Special General Election  3rd District
83503,1850 U.S. House General Election  1st District
83504,1850 U.S. House Run-off General Election  1st District
83505,1850 U.S. House General Election  2nd District
83506,1850 U.S. House General Election  3rd District
83507,1850 U.S. House General Election  4th District
83508,1852 U.S. House General Election  1st District
83509,1852 U.S. House General Election  2nd District
83510,1852 U.S. House General Election  3rd District
83511,1852 U.S. House Run-off General Election  3rd District
83512,1854 U.S. House General Election  1st District
83513,1854 U.S. House General Election  2nd District
83514,1854 U.S. House General Election  3rd District
83515,1856 U.S. House Special General Election  1st District
83516,1856 U.S. House General Election  1st District
83517,1856 U.S. House General Election  2nd District
83518,1856 U.S. House General Election  3rd District
83519,1858 U.S. House General Election  1st District
83520,1858 U.S. House General Election  2nd District
83521,1858 U.S. House General Election  3rd District
83522,1860 U.S. House General Election  1st District
83523,1860 U.S. House General Election  2nd District
83524,1860 U.S. House General Election  3rd District
83525,1863 U.S. House General Election  1st District
83526,1863 U.S. House General Election  2nd District
83527,1863 U.S. House General Election  3rd District
83528,1864 U.S. House General Election  1st District
83529,1864 U.S. House General Election  2nd District
83530,1864 U.S. House General Election  3rd District
83531,1866 U.S. House General Election  1st District
83532,1866 U.S. House General Election  2nd District
83533,1866 U.S. House General Election  3rd District
83534,1866 U.S. House Run-off General Election  3rd District
83535,1868 U.S. House General Election  1st District
83536,1868 U.S. House General Election  2nd District
83537,1868 U.S. House General Election  3rd District
83538,1870 U.S. House General Election  1st District
83539,1870 U.S. House General Election  2nd District
83540,1870 U.S. House General Election  3rd District
83541,1872 U.S. House General Election  1st District
83542,1872 U.S. House General Election  2nd District
83543,1872 U.S. House General Election  3rd District
83544,1874 U.S. House General Election  1st District
83545,1874 U.S. House General Election  2nd District
83546,1874 U.S. House Run-off General Election  2nd District
83547,1874 U.S. House General Election  3rd District
83548,1876 U.S. House General Election  1st District
83549,1876 U.S. House General Election  2nd District
83550,1876 U.S. House General Election  3rd District
83551,1878 U.S. House General Election  1st District
83552,1878 U.S. House General Election  2nd District
83553,1878 U.S. House General Election  3rd District
83554,1878 U.S. House Run-off General Election  3rd District
83555,1880 U.S. House General Election  1st District
83556,1880 U.S. House General Election  2nd District
83557,1880 U.S. House General Election  3rd District
83558,1882 U.S. House General Election  1st District
83559,1882 U.S. House General Election  2nd District
83560,1884 U.S. House General Election  1st District
83561,1884 U.S. House General Election  2nd District
83562,1886 U.S. House General Election  1st District
83563,1886 U.S. House General Election  2nd District
83564,1888 U.S. House General Election  1st District
83565,1888 U.S. House General Election  2nd District
83566,1890 U.S. House General Election  1st District
83567,1890 U.S. House General Election  2nd District
83568,1892 U.S. House General Election  1st District
83569,1892 U.S. House General Election  2nd District
83570,1894 U.S. House General Election  1st District
83571,1894 U.S. House General Election  2nd District
83572,1896 U.S. House General Election  1st District
83573,1896 U.S. House General Election  2nd District
83574,1898 U.S. House General Election  1st District
83575,1898 U.S. House General Election  2nd District
83576,1900 U.S. House General Election  1st District
83577,1900 U.S. House General Election  2nd District
83578,1902 U.S. House General Election  1st District
83579,1902 U.S. House General Election  2nd District
83580,1904 U.S. House General Election  1st District
83581,1904 U.S. House General Election  2nd District
83582,1906 U.S. House General Election  1st District
83583,1906 U.S. House General Election  2nd District
83584,1908 U.S. House General Election  1st District
83585,1908 U.S. House General Election  2nd District
83586,1910 U.S. House General Election  1st District
83587,1910 U.S. House General Election  2nd District
83588,1912 U.S. House General Election  1st District
83589,1912 U.S. House General Election  2nd District
83590,1914 U.S. House General Election  1st District
83591,1914 U.S. House General Election  2nd District
83592,1916 U.S. House General Election  1st District
83593,1916 U.S. House General Election  2nd District
83594,1918 U.S. House General Election  1st District
83595,1918 U.S. House General Election  2nd District
83596,1920 U.S. House General Election  1st District
83597,1920 U.S. House General Election  2nd District
83598,1922 U.S. House General Election  1st District
83599,1922 U.S. House General Election  2nd District
83600,1924 U.S. House General Election  1st District
83601,1924 U.S. House General Election  2nd District
83602,1926 U.S. House General Election  1st District
83603,1926 U.S. House General Election  2nd District
83604,1928 U.S. House General Election  1st District
83605,1928 U.S. House General Election  2nd District
83606,1930 U.S. House General Election  1st District
83607,1930 U.S. House General Election  2nd District
83608,1932 U.S. House General Election
83609,1934 U.S. House General Election
83610,1936 U.S. House General Election
83611,1938 U.S. House General Election
83612,1940 U.S. House General Election
83613,1942 U.S. House General Election
83614,1944 U.S. House General Election
83615,1946 U.S. House General Election
83616,1948 U.S. House General Election
83617,1950 U.S. House General Election
83618,1952 U.S. House General Election
83619,1954 U.S. House General Election
83620,1956 U.S. House General Election
83621,1958 U.S. House General Election
83622,1960 U.S. House General Election
83623,1962 U.S. House General Election
83624,1964 U.S. House General Election
83625,1966 U.S. House General Election
83626,1968 U.S. House General Election
83627,1970 U.S. House General Election
83628,1972 U.S. House Special General Election
83629,1934 U.S. House Special General Election
83630,1972 U.S. House General Election
83631,1916 U.S. Senate Republican Primary
83632,1916 U.S. House Republican Primary  1st District
83633,1916 U.S. House Republican Primary  2nd District
83634,1916 Governor Republican Primary
83635,1916 Lieutenant Governor Republican Primary
83636,1916 Treasurer Republican Primary
83637,1916 Secretary of State Republican Primary
83638,1916 Auditor Republican Primary
83639,1916 Attorney General Republican Primary
83640,1916 U.S. Senate Democratic Primary
83641,1916 U.S. House Democratic Primary  1st District
83642,1916 U.S. House Democratic Primary  2nd District
83643,1916 Governor Democratic Primary
83644,1916 Lieutenant Governor Democratic Primary
83645,1916 Treasurer Democratic Primary
83646,1916 Secretary of State Democratic Primary
83647,1916 Auditor Democratic Primary
83648,1916 Attorney General Democratic Primary
83649,1916 U.S. Senate National Progressive Primary
83650,1916 U.S. House National Progressive Primary  1st District
83651,1916 U.S. House National Progressive Primary  2nd District
83652,1916 Governor National Progressive Primary
83653,1916 Lieutenant Governor National Progressive Primary
83654,1916 Treasurer National Progressive Primary
83655,1916 Secretary of State National Progressive Primary
83656,1916 Auditor National Progressive Primary
83657,1916 Attorney General National Progressive Primary
83658,1918 U.S. House Republican Primary  1st District
83659,1918 U.S. House Republican Primary  2nd District
83660,1918 Governor Republican Primary
83661,1918 Lieutenant Governor Republican Primary
83662,1918 Treasurer Republican Primary
83663,1918 Secretary of State Republican Primary
83664,1918 Auditor Republican Primary
83665,1918 Attorney General Republican Primary
83666,1918 U.S. House Democratic Primary  1st District
83667,1918 U.S. House Democratic Primary  2nd District
83668,1918 Governor Democratic Primary
83669,1918 Lieutenant Governor Democratic Primary
83670,1918 Treasurer Democratic Primary
83671,1918 Secretary of State Democratic Primary
83672,1918 Auditor Democratic Primary
83673,1918 Attorney General Democratic Primary
83674,1920 U.S. Senate Republican Primary
83675,1920 U.S. House Republican Primary  1st District
83676,1920 U.S. House Republican Primary  2nd District
83677,1920 Governor Republican Primary
83678,1920 Treasurer Republican Primary
83679,1920 Secretary of State Republican Primary
83680,1920 Auditor Republican Primary
83681,1920 Attorney General Republican Primary
83682,1920 U.S. Senate Democratic Primary
83683,1920 U.S. House Democratic Primary  1st District
83684,1920 U.S. House Democratic Primary  2nd District
83685,1920 Governor Democratic Primary
83686,1920 Treasurer Democratic Primary
83687,1920 Secretary of State Democratic Primary
83688,1920 Auditor Democratic Primary
83689,1920 Attorney General Democratic Primary
83690,1922 U.S. Senate Republican Primary
83691,1922 U.S. House Republican Primary  1st District
83692,1922 U.S. House Republican Primary  2nd District
83693,1922 Governor Republican Primary
83694,1922 Treasurer Republican Primary
83695,1922 Secretary of State Republican Primary
83696,1922 Auditor Republican Primary
83697,1922 Attorney General Republican Primary
83698,1922 U.S. Senate Democratic Primary
83699,1922 U.S. House Democratic Primary  1st District
83700,1922 U.S. House Democratic Primary  2nd District
83701,1922 Governor Democratic Primary
83702,1922 Lieutenant Governor Democratic Primary
83703,1922 Treasurer Democratic Primary
83704,1922 Secretary of State Democratic Primary
83705,1922 Auditor Democratic Primary
83706,1922 Attorney General Democratic Primary
83707,1923 U.S. Senate Special Republican Primary
83708,1923 U.S. House Special Republican Primary  2nd District
83709,1923 U.S. Senate Special Democratic Primary
83710,1923 U.S. House Special Democratic Primary  2nd District
83711,1924 U.S. House Republican Primary  1st District
83712,1924 U.S. House Republican Primary  2nd District
83713,1924 Governor Republican Primary
83714,1924 Lieutenant Governor Republican Primary
83715,1924 Treasurer Republican Primary
83716,1924 Secretary of State Republican Primary
83717,1924 Auditor Republican Primary
83718,1924 Attorney General Republican Primary
83719,1924 U.S. House Democratic Primary  1st District
83720,1924 U.S. House Democratic Primary  2nd District
83721,1924 Governor Democratic Primary
83722,1924 Lieutenant Governor Democratic Primary
83723,1924 Treasurer Democratic Primary
83724,1924 Secretary of State Democratic Primary
83725,1924 Auditor Democratic Primary
83726,1924 Attorney General Democratic Primary
83727,1926 U.S. Senate Republican Primary
83728,1926 U.S. House Republican Primary  1st District
83729,1926 U.S. House Republican Primary  2nd District
83730,1926 Governor Republican Primary
83731,1926 Lieutenant Governor Republican Primary
83732,1926 Treasurer Republican Primary
83733,1926 Secretary of State Republican Primary
83734,1926 Auditor Republican Primary
83735,1926 Attorney General Republican Primary
83736,1926 U.S. Senate Democratic Primary
83737,1926 U.S. House Democratic Primary  1st District
83738,1926 U.S. House Democratic Primary  2nd District
83739,1926 Governor Democratic Primary
83740,1926 Lieutenant Governor Democratic Primary
83741,1926 Treasurer Democratic Primary
83742,1926 Secretary of State Democratic Primary
83743,1926 Auditor Democratic Primary
83744,1926 Attorney General Democratic Primary
83745,1928 U.S. Senate Republican Primary
83746,1928 U.S. House Republican Primary  1st District
83747,1928 U.S. House Republican Primary  2nd District
83748,1928 Governor Republican Primary
83749,1928 Lieutenant Governor Republican Primary
83750,1928 Treasurer Republican Primary
